Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmLblLinkSuccessTitle,,Main Menu Account Linking,KgNone,已登录,CONNECTÉ(E),ANGEMELDET,,SESIÓN INICIADA
mmLblLinkTitle,,Main Menu Account Linking,KgNone,最大化您的七日杀体验,VIVEZ PLEINEMENT VOTRE EXPÉRIENCE 7 DAYS TO DIE,MAXIMIERE DEIN SPIELERLEBNIS MIT 7 DAYS TO DIE,,AMPLÍA TU EXPERIENCIA EN 7 DAYS TO DIE
mmArmLength,,Main Menu Character Creation,KgNone,手臂长度,LONGUEUR DES BRAS,ARMLÄNGE,,LONGITUD DE LOS BRAZOS
mmArmWidth,,Main Menu Character Creation,KgNone,臂宽,LARGEUR DES BRAS,ARMDICKE,,ANCHURA DE LOS BRAZOS
mmBaseHair,,Main Menu Character Creation,KgNone,头发,CHEVEUX CLASSIQUES,STANDARD-FRISUR,,PELO BASE
mmBelly,,Main Menu Character Creation,KgNone,腹部,VENTRE,BAUCH,,BARRIGA
mmBodyType,,Main Menu Character Creation,KgNone,体型,CORPULENCE,KÖRPERTYP,,TIPO DE CUERPO
mmBreastSize,,Main Menu Character Creation,KgNone,雄伟,TAILLE DU BUSTE,GRÖSSE DES BRUSTKORBS,,TAMAÑO DEL PECHO
mmBtnBody,,Main Menu Character Creation,KgNone,身体,CORPS,KÖRPER,,CUERPO
mmBtnCreateNewProfile,,Main Menu Character Creation,KgNone,信件,CRÉER NOUVEAU PROFIL,NEU ERSTELLEN,,CREAR NUEVO
mmBtnCreateProfile,,Main Menu Character Creation,KgNone,创建中……,CRÉER...,ERSTELLEN …,,CREAR...
mmBtnFace,,Main Menu Character Creation,KgNone,脸,VISAGE,GESICHT,,ROSTRO
mmBtnHair,,Main Menu Character Creation,KgNone,发型,CHEVEUX,HAARE,,PELO
mmBtnHead,,Main Menu Character Creation,KgNone,头,TÊTE,KOPF,,CABEZA
mmBtnRandomize,,Main Menu Character Creation,KgNone,随机,ALÉATOIRE,ZUFÄLLIG GENERIEREN,,AL AZAR
mmBtnSave,,Main Menu Character Creation,KgNone,保存,SAUVEGARDER,SPEICHERN,,GUARDAR
mmCharCreation,,Main Menu Character Creation,KgNone,创建角色,CRÉATION DU PERSONNAGE,CHARAKTERERSTELLUNG,,CREACIÓN DE PERSONAJES
mmCheekPosition,,Main Menu Character Creation,KgNone,脸颊位置,POSITION DES JOUES,LAGE DER WANGENKNOCHEN,,POSICIÓN DE LAS MEJILLAS
mmCheekSize,,Main Menu Character Creation,KgNone,脸颊大小,TAILLE DES JOUES,GRÖSSE DER WANGEN,,TAMAÑO DE LAS MEJILLAS
mmChinPosition,,Main Menu Character Creation,KgNone,下巴位置,POSITION DU MENTON,LAGE DES KINNS,,POSICIÓN DE LA BARBILLA
mmChinPronounced,,Main Menu Character Creation,KgNone,下巴突出,MENTON PRONONCÉ,AUSPRÄGUNG DES KINNS,,BARBILLA PRONUNCIADA
mmChinSize,,Main Menu Character Creation,KgNone,下巴大小,TAILLE DU MENTON,GRÖSSE DES KINNS,,TAMAÑO DE LA BARBILLA
mmEarsPosition,,Main Menu Character Creation,KgNone,耳朵位置,POSITION DES OREILLES,LAGE DER OHREN,,POSICIÓN DE LAS OREJAS
mmEarsRotation,,Main Menu Character Creation,KgNone,耳朵旋转,ROTATION DES OREILLES,STELLUNG DER OHREN,,ROTACIÓN DE LAS OREJAS
mmEarsSize,,Main Menu Character Creation,KgNone,耳朵大小,TAILLE DES OREILLES,GRÖSSE DER OHREN,,TAMAÑO DE LAS OREJAS
mmEyeColor,,Main Menu Character Creation,KgNone,瞳色,COULEUR DES YEUX,AUGENFARBE,,COLOR DE OJOS
mmEyeRotation,,Main Menu Character Creation,KgNone,眼睛旋转,ROTATION DES YEUX,STELLUNG DER AUGEN,,ROTACIÓN DE LOS OJOS
mmEyeSize,,Main Menu Character Creation,KgNone,眼睛大小,TAILLE DES YEUX,GRÖSSE DER AUGEN,,TAMAÑO DE LOS OJOS
mmFacialHair,,Main Menu Character Creation,KgNone,面部毛发,PILOSITÉ FACIALE,GESICHTSBEHAARUNG,,VELLO FACIAL
mmFeetSize,,Main Menu Character Creation,KgNone,脚掌大小,TAILLE DES PIEDS,GRÖSSE DER FÜSSE,,TAMAÑO DE LOS PIES
mmForearmLength,,Main Menu Character Creation,KgNone,前臂长度,LONGUEUR DES AVANT-BRAS,LÄNGE DES UNTERARMS,,LONGITUD DEL ANTEBRAZO
mmForearmWidth,,Main Menu Character Creation,KgNone,前臂宽度,LARGEUR DES AVANT-BRAS,DICKE DES UNTERARMS,,ANCHURA DEL ANTEBRAZO
mmForeheadPosition,,Main Menu Character Creation,KgNone,前额位置,POSITION DU FRONT,LAGE DER STIRN,,POSICIÓN DE LA FRENTE
mmForeheadSize,,Main Menu Character Creation,KgNone,前额大小,TAILLE DU FRONT,GRÖSSE DER STIRN,,TAMAÑO DE LA FRENTE
mmGender,,Main Menu Character Creation,KgNone,性别,GENRE,GESCHLECHT,,SEXO
mmGluteusSize,,Main Menu Character Creation,KgNone,臂肌大小,TAILLE DES FESSES,GRÖSSE DER GESÄSSMUSKELN,,TAMAÑO DE LOS GLÚTEOS
mmHairAfro,,Main Menu Character Creation,KgNone,爆炸头,AFRO,AFRO-LOOK,,AFRO
mmHairColor,,Main Menu Character Creation,KgNone,发色,COULEUR DES CHEVEUX,HAARFARBE,,COLOR DE PELO
mmHairDreds,,Main Menu Character Creation,KgNone,雷鬼头,DREADLOCKS,DREADLOCKS,,RASTAS
mmHairShaggyHat,,Main Menu Character Creation,KgNone,蓬松头,CHAPEAU HIRSUTE,ZOTTELHAARE MIT HUT,,SOMBRERO ENMARAÑADO
mmHandsSize,,Main Menu Character Creation,KgNone,手掌大小,TAILLE DES MAINS,GRÖSSE DER HÄNDE,,TAMAÑO DE LAS MANOS
mmHeadSize,,Main Menu Character Creation,KgNone,头颅大小,TAILLE DE LA TÊTE,KOPFGRÖSSE (VERTIKAL),,TAMAÑO DE LA CABEZA
mmHeadWidth,,Main Menu Character Creation,KgNone,头颅宽度,LARGEUR DE LA TÊTE,KOPFGRÖSSE (HORIZONTAL),,ANCHURA DE LA CABEZA
mmHeight,,Main Menu Character Creation,KgNone,身高,TAILLE,KÖRPERGRÖSSE,,ESTATURA
mmJawsPosition,,Main Menu Character Creation,KgNone,下颚位置,POSITION DE LA MÂCHOIRE,LAGE DES OBERKIEFERS,,POSICIÓN DE LA MANDÍBULA
mmJawsSize,,Main Menu Character Creation,KgNone,下颚大小,TAILLE DE LA MÂCHOIRE,GRÖSSE DES OBERKIEFERS,,TAMAÑO DE LA MANDÍBULA
mmLawmanMustache,,Main Menu Character Creation,KgNone,执法者胡须,MOUSTACHE DE JUSTICIER,ZWIRBELBART,,BIGOTE DE POLICÍA
mmLblConfirmProfileDelete,,Main Menu Character Creation,KgNone,确定要删除该角色吗？,VOULEZ-VOUS VRAIMENT SUPPRIMER CE PERSONNAGE ?,"BIST DU SICHER, DASS DU DIESEN CHARAKTER LÖSCHEN MÖCHTEST?",,¿SEGURO QUE QUIERES BORRAR ESTE PERSONAJE?
mmLblConfirmWorldDelete,,Main Menu Character Creation,KgNone,确定要删除该世界吗？,VOULEZ-VOUS VRAIMENT SUPPRIMER CE MONDE ?,"BIST DU SICHER, DASS DU DIESE WELT LÖSCHEN MÖCHTEST?",,¿SEGURO QUE QUIERES BORRAR ESTE MUNDO?
mmLblDelete,,Main Menu Character Creation,KgNone,删除,SUPPRIMER,LÖSCHEN,,BORRAR
mmLblEdit,,Main Menu Character Creation,KgNone,编辑,MODIFIER,BEARBEITEN,,EDITAR
mmLblEnterNamePopupText,,Main Menu Character Creation,KgNone,请输入一个名字,VEUILLEZ SAISIR UN NOM POUR CE PERSONNAGE,BITTE GIB EINEN NAMEN FÜR DIESEN CHARAKTER EIN,,INGRESA UN NOMBRE PARA ESTE PERSONAJE
mmLblEnterNamePopupTitle,,Main Menu Character Creation,KgNone,输入名字,SAISIR NOM,NAMEN EINGEBEN,,INGRESAR NOMBRE
mmLblFemale,,Main Menu Character Creation,KgNone,女,FEMME,WEIBLICH,,MUJER
mmLblInvalidName,,Main Menu Character Creation,KgNone,无效的名字,NOM NON VALIDE,UNZULÄSSIGER NAME,,NOMBRE INVÁLIDO
mmLblInvalidNameDesc,,Main Menu Character Creation,KgNone,角色的名称无法与其它角色相同。,VOUS NE DEVEZ PAS LAISSER CETTE CASE VIDE OU UTILISER LE MÊME NOM QU'UN AUTRE PERSONNAGE.,NAME DARF NICHT LEER BLEIBEN ODER EIN BEREITS AN EINEN ANDEREN CHARAKTER VERGEBENER NAME SEIN,,EL NOMBRE NO PUEDE ESTAR VACÍO NI SER EL DE OTRO PERSONAJE.
mmLblMale,,Main Menu Character Creation,KgNone,男,HOMME,MÄNNLICH,,HOMBRE
mmLblNoProfile,,Main Menu Character Creation,KgNone,您没有任何选中的角色，请创建/或是选择一个。,VOUS N'AVEZ PAS SÉLECTIONNÉ DE PERSONNAGE. VEUILLEZ CRÉER ET/OU EN SÉLECTIONNER UN.,DU HAST KEINEN CHARAKTER AUSGEWÄHLT. BITTE WÄHLE EINEN AUS ODER ERSTELLE EINEN.,,NO TIENES NINGÚN PERSONAJE SELECCIONADO. CREA O SELECCIONA UNO.
mmLblNotImple,,Main Menu Character Creation,KgNone,未执行,PAS IMPLÉMENTÉ,NICHT IMPLEMENTIERT,,SIN IMPLEMENTAR
mmLblOk,,Main Menu Character Creation,KgNone,确定,OK,OK,,ACEPTAR
mmLblProfileName,,Main Menu Character Creation,KgNone,角色名字,NOM DU PERSONNAGE,CHARAKTERNAME,,NOMBRE DEL PERSONAJE
mmLegSeparation,,Main Menu Character Creation,KgNone,腿部间隔,SÉPARATION DES JAMBES,SCHRITT,,SEPARACIÓN DE LAS PIERNAS
mmLegsSize,,Main Menu Character Creation,KgNone,腿部大小,TAILLE DES JAMBES,LÄNGE DER BEINE,,TAMAÑO DE LAS PIERNAS
mmLipsSize,,Main Menu Character Creation,KgNone,嘴唇大小,TAILLE DES LÈVRES,GRÖSSE DER LIPPEN,,TAMAÑO DE LOS LABIOS
mmLowCheekPosition,,Main Menu Character Creation,KgNone,下面颊位置,POSITION DES JOUES INFÉRIEURES,HÖHE DER WANGE,,BAJAR POSICIÓN DE LAS MEJILLAS
mmLowCheekPronounced,,Main Menu Character Creation,KgNone,下面颊突出,JOUES INFÉRIEURES PRONONCÉES,AUSPRÄGUNG DER WANGE,,REDUCIR PRONUNCIADO DE LAS MEJILLAS
mmLowerMuscle,,Main Menu Character Creation,KgNone,下半身肌肉,MUSCLE INFÉRIEUR,UNTERSCHENKELMUSKULATUR,,REDUCIR MÚSCULOS
mmLowerWeight,,Main Menu Character Creation,KgNone,半身重量,POIDS INFÉRIEUR,UNTERSCHENKELGEWICHTUNG,,REDUCIR PESO
mmMandibleSize,,Main Menu Character Creation,KgNone,下颌大小,TAILLE DE LA MANDIBULE,GRÖSSE DES UNTERKIEFERS,,TAMAÑO DE LA QUIJADA
mmMohawk,,Main Menu Character Creation,KgNone,莫霍克,CRÊTE,IROKESENSCHNITT,,MOHAWK
mmMouthSize,,Main Menu Character Creation,KgNone,嘴部大小,TAILLE DE LA BOUCHE,GRÖSSE DES MUNDES,,TAMAÑO DE LA BOCA
mmNeckThickness,,Main Menu Character Creation,KgNone,脖子,COU,HALS,,CUELLO
mmNone,,Main Menu Character Creation,KgNone,无,AUCUN,KEINE,,NADA
mmNoseCurve,,Main Menu Character Creation,KgNone,鼻部曲线,COURBE DU NEZ,WÖLBUNG DER NASE,,CURVATURA DE LA NARIZ
mmNoseFlatten,,Main Menu Character Creation,KgNone,鼻梁平度,NEZ APLATI,VERLAUF DER NASE,,NARIZ APLANADA
mmNoseInclination,,Main Menu Character Creation,KgNone,鼻梁倾角,INCLINAISON DU NEZ,NEIGUNG DER NASENSPITZE,,INCLINACIÓN DE LA NARIZ
mmNosePosition,,Main Menu Character Creation,KgNone,鼻部位置,POSITION DU NEZ,LAGE DER NASE,,POSICIÓN DE LA NARIZ
mmNosePronounced,,Main Menu Character Creation,KgNone,鼻部突出,NEZ PRONONCÉ,AUSPRÄGUNG DER NASE,,NARIZ PRONUNCIADA
mmNoseSize,,Main Menu Character Creation,KgNone,鼻子大小,TAILLE DU NEZ,GRÖSSE DER NASE,,TAMAÑO DE LA NARIZ
mmNoseWidth,,Main Menu Character Creation,KgNone,鼻子宽度,LARGEUR DU NEZ,BREITE DER NASE,,ANCHURA DE LA NARIZ
mmRegentMustache,,Main Menu Character Creation,KgNone,摄政王胡子,MOUSTACHE ROYALE,MAGNUM-SCHNURRBART,,BIGOTE DE PRÍNCIPE
mmShaggyBeard,,Main Menu Character Creation,KgNone,蓬松胡子,BARBE HIRSUTE,ZOTTELBART,,BARBA ENMARAÑADA
mmShaggyGoatee,,Main Menu Character Creation,KgNone,蓬松山羊胡,BOUC HIRSUTE,ZOTTELIGER SPITZBART,,CANDADO ENMARAÑADO
mmShaggyHair,,Main Menu Character Creation,KgNone,蓬松毛发,CHEVEUX HIRSUTES,ZOTTELHAARE,,PELO ENMARAÑADO
mmSkinColor,,Main Menu Character Creation,KgNone,肤色,COULEUR DE PEAU,HAUTFARBE,,COLOR DE PIEL
mmSpaniardGoatee,,Main Menu Character Creation,KgNone,西班牙山羊胡,BOUC ESPAGNOL,SPANISCHER SPITZBART,,CANDADO ESPAÑOL
mmTextName,,Main Menu Character Creation,KgNone,名称,NOM,NAME,,NOMBRE
mmUpperMuscle,,Main Menu Character Creation,KgNone,上半身肌肉,MUSCLE SUPÉRIEUR,OBERSCHENKELMUSKULATUR,,AUMENTAR MÚSCULOS
mmUpperWeight,,Main Menu Character Creation,KgNone,上半身重量,POIDS SUPÉRIEUR,OBERSCHENKELGEWICHTUNG,,AUMENTAR PESO
mmWaist,,Main Menu Character Creation,KgNone,腰,TAILLE,TAILLE,,CINTURA
mmHours,,Main Menu Continue Game Daylight Length Description,KgNone,{0}小时,{0} heures,{0} Stunden,,{0} horas
mmDLCinstalled,,Main Menu DLC Popup,KgNone,新的内容已添加，请问是否需要返回主菜单开始使用？,Nouveau contenu installé. Souhaitez-vous retourner à l’écran titre pour l’activer ?,"Es wurden neue Inhalte installiert. Möchtest du zum Titelbildschirm zurückkehren, um deren Verwendung zu ermöglichen?",,Se ha instalado contenido nuevo. ¿Quieres volver a la pantalla de inicio para activarlo?
mmDLCTitle,,Main Menu DLC Popup,KgNone,新内容,Nouveau contenu,Neue Inhalte,,Contenido nuevo
mmGoAirDropFrequency,,Main Menu Game Options,KgNone,空投,PARACHUTAGES,ABWURF AUS DER LUFT,,SUMINISTROS AÉREOS
mmGoAirDropValue,,Main Menu Game Options,KgNone,每{0}天,TOUS LES {0} JOUR(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAirDropValues,,Main Menu Game Options,KgNone,每{0}天,TOUS LES {0} JOUR(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAll,,Main Menu Game Options,KgNone,全部,TOUT,ALLES,,TODO
mmGoBackpack,,Main Menu Game Options,KgNone,背包限定,SAC À DOS UNIQUEMENT,NUR RUCKSACK,,SOLO MOCHILA
mmGoBlockDurability,,Main Menu Game Options,KgNone,方块耐久度,DURABILITÉ DU BLOC,HALTBARKEIT DER BLÖCKE,,DURABILIDAD DE BLOQUES
mmGoBlockDurabilityValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoBlockDurabilityValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoBuildCreate,,Main Menu Game Options,KgNone,作弊模式,MODE TRICHERIE,CHEAT-MODUS,,MODO CON TRUCOS
mmGoCategoryAdvancedOptions,,Main Menu Game Options,KgNone,MOD选项,OPTIONS MODIFIÉES,MODIFIZIERTE OPTIONEN,,OPCIONES MODIFICADAS
mmGoCategoryGameOptions,,Main Menu Game Options,KgNone,标准选项,OPTIONS STANDARDS,STANDARD-OPTIONEN,,OPCIONES ESTÁNDAR
mmGoCategoryMultiplayer,,Main Menu Game Options,KgNone,多人玩家,MULTIJOUEUR,MEHRSPIELER,,MULTIJUGADOR
mmGoCraftTimer,,Main Menu Game Options,KgNone,制作时长,DURÉE DE FABRICATION,FERTIGUNGS-TIMER,,CRONÓMETRO DE FABRICACIÓN
mmGoDay,,Main Menu Game Options,KgNone,{0}天,{0} JOUR,{0} TAG,,{0} DÍA
mmGoDayCount,,Main Menu Game Options,KgNone,比赛长度：,LONGUEUR DU MATCH :,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoDayCountDesc,,Main Menu Game Options,KgNone,每场比赛的时间长度。,NOMBRE DE JOURS PAR MATCH.,ANZAHL DER TAGE PRO MATCH.,,CANTIDAD DE DÍAS POR PARTIDA.
mmGoDayLength,,Main Menu Game Options,KgNone,24小时制,CYCLE DE 24 HEURES,24-STUNDEN-ZYKLUS,,CICLOS DE 24 HORAS
mmGoDayLightLength,,Main Menu Game Options,KgNone,白天时长,HEURES DE CLARTÉ,DAUER DES TAGESLICHTS,,DURACIÓN DE LA LUZ DIURNA
mmGoDayLightLengthValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDayLightLengthValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDays,,Main Menu Game Options,KgNone,{0}天,{0} JOURS,{0} TAGE,,{0} DÍAS
mmGoDeleteAll,,Main Menu Game Options,KgNone,删除全部,TOUT SUPPRIMER,ALLES LÖSCHEN,,BORRAR TODO
mmGoDifficulty,,Main Menu Game Options,KgNone,难度设置,PARAMÈTRES DE DIFFICULTÉ,EINSTELLUNG DES SCHWIERIGKEITSGRADS,,OPCIONES DE DIFICULTAD
mmGoDifficulty1,,Main Menu Game Options,KgNone,清道夫,GLANEUR,PLÜNDERER,,CARROÑERO
mmGoDifficulty2,,Main Menu Game Options,KgNone,冒险家,AVENTURIER,ABENTEURER,,AVENTURERO
mmGoDifficulty3,,Main Menu Game Options,KgNone,流浪者,NOMADE,NOMADE,,NÓMADA
mmGoDifficulty4,,Main Menu Game Options,KgNone,勇士,GUERRIER,KRIEGER,,GUERRERO
mmGoDifficulty5,,Main Menu Game Options,KgNone,生存者,SURVIVALISTE,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
mmGoDifficulty6,,Main Menu Game Options,KgNone,疯狂,EXTRÊME,IRRER,,DEMENTE
mmGoDisabled,,Main Menu Game Options,KgNone,关闭,DÉSACTIVÉE,DEAKTIVIERT,,DESHABILITADO
mmGoDropOnDeath,,Main Menu Game Options,KgNone,死亡,PERTE EN CAS DE MORT,FALLENLASSEN BEI TOD,,SOLTAR AL MORIR
mmGoDropOnQuit,,Main Menu Game Options,KgNone,退出,PERTE EN CAS D'ABANDON,FALLENLASSEN BEI VERLASSEN DES SPIELS,,SOLTAR AL SALIR
mmGoEnemyDifficulty,,Main Menu Game Options,KgNone,敌人侵略,AGRESSIVITÉ DE L'ENNEMI,GEGNERISCHE AGGRESSIVITÄT,,AGRESIÓN ENEMIGA
mmGoEnemyDifficultyFeral,,Main Menu Game Options,KgNone,凶猛,FÉROCE,WILD,,SALVAJE
mmGoEnemyDifficultyNormal,,Main Menu Game Options,KgNone,普通,NORMAL,NORMAL,,NORMAL
mmGoEnemySenseMemory,,Main Menu Game Options,KgNone,敌人记忆,MÉMOIRE DE L'ENNEMI,GEDÄCHTNIS DER GEGNER,,MEMORIA ENEMIGA
mmGoEnemySpawn,,Main Menu Game Options,KgNone,敌人刷新：,APPARITION DES ENNEMIS :,ERSCHEINEN DER GEGNER:,,APARICIÓN DE ENEMIGOS:
mmGoEnemySpawnMode,,Main Menu Game Options,KgNone,敌人刷新,APPARITION DES ENNEMIS,ERSCHEINEN DER GEGNER,,APARICIÓN DE ENEMIGOS
mmGoFast,,Main Menu Game Options,KgNone,快,RAPIDE,SCHNELL,,RÁPIDO
mmGoFrag,,Main Menu Game Options,KgNone,{0}手雷,{0} ÉLIMINATION,{0} FRAG,,{0} BAJA
mmGoFragLimit,,Main Menu Game Options,KgNone,手雷限制：,LIMITE D'ÉLIMINATIONS :,FRAG-LIMIT:,,LÍMITE DE BAJAS:
mmGoFrags,,Main Menu Game Options,KgNone,{0}手雷,{0} ÉLIMINATIONS,{0} FRAGS,,{0} BAJAS
mmGoFriendlyFire,,Main Menu Game Options,KgNone,友方伤害,TIR AMI,EIGENBESCHUSS,,FUEGO AMISTOSO
mmGoGameMode,,Main Menu Game Options,KgNone,游戏模式,MODE DE JEU,SPIELMODUS,,MODO DE JUEGO
mmGoGameName,,Main Menu Game Options,KgNone,游戏名,NOM DE LA PARTIE,SPIELNAME,,NOMBRE DE LA PARTIDA
mmGoGameWorld,,Main Menu Game Options,KgNone,游戏世界,MONDE DU JEU,SPIELWELT,,MUNDO DE LA PARTIDA
mmGoHigh,,Main Menu Game Options,KgNone,高,ÉLEVÉE,HOCH,,ALTO
mmGoHighQuality,,Main Menu Game Options,KgNone,高质量,HAUTE QUALITÉ,HOHE QUALITÄT,,MUY ALTO
mmGoInfinite,,Main Menu Game Options,KgNone,无限,INFINI,UNENDLICH,,INFINITO
mmGoLandClaimDeadZone,,Main Menu Game Options,KgNone,占领死亡区域,REVENDIQUER LA ZONE MORTE,TODESZONE DES GEBIETS,,RECLAMAR ZONA MUERTA
mmGoLandClaimDeadZoneValue,,Main Menu Game Options,KgNone,{0}区块。,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDeadZoneValues,,Main Menu Game Options,KgNone,{0}区块。,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDecayMode,,Main Menu Game Options,KgNone,使用衰变模式,MODE DE DÉCLIN D'UNE REVENDICATION,VERFALL DES GEBIETS,,MODO DECLIVE DE RECLAMADOS
mmGoLandClaimDecayModeFast,,Main Menu Game Options,KgNone,快,RAPIDE,SCHNELL,,RÁPIDO
mmGoLandClaimDecayModeNone,,Main Menu Game Options,KgNone,无,AUCUN,KEINE,,NADA
mmGoLandClaimDecayModeSlow,,Main Menu Game Options,KgNone,慢,LENT,LANGSAM,,LENTO
mmGoLandClaimDecayModeValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimDecayModeValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimExpiryTime,,Main Menu Game Options,KgNone,持续时间,DURÉE DE LA REVENDICATION,GEBIETSSCHUTZDAUER,,DURACIÓN DE RECLAMADOS
mmGoLandClaimExpiryTimeValue,,Main Menu Game Options,KgNone,{0}天。,{0} JOURS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimExpiryTimeValues,,Main Menu Game Options,KgNone,{0}天。,{0} JOURS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimOfflineDurabilityModifier,,Main Menu Game Options,KgNone,生命下线,REVENDIQUER DE LA SANTÉ HORS LIGNE,HÄRTE-MODIFIKATOR DES GEBIETS – OFFLINE,,SALUD DE RECLAMADOS DESACTIVADA
mmGoLandClaimOfflineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOfflineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifier,,Main Menu Game Options,KgNone,生命上线,REVENDIQUER DE LA SANTÉ EN LIGNE,HÄRTE-MODIFIKATOR DES GEBIETS – ONLINE,,SALUD DE RECLAMADOS ACTIVADA
mmGoLandClaimOnlineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimSize,,Main Menu Game Options,KgNone,大小,TAILLE DE LA REVENDICATION,GRÖSSE DES GESICHERTEN GEBIETS,,TAMAÑO DEL TERRITORIO
mmGoLandClaimSizeValue,,Main Menu Game Options,KgNone,{0}区块。,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimSizeValues,,Main Menu Game Options,KgNone,{0}区块。,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLootAbundance,,Main Menu Game Options,KgNone,掠夺度,ABONDANCE DE BUTIN,BEUTEMENGE,,ABUNDANCIA DE BOTÍN
mmGoLootAbundanceValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoLootAbundanceValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoLootRespawnDays,,Main Menu Game Options,KgNone,掠夺刷新时间,FRÉQUENCE D'APPARITION DE BUTIN,ZEIT BIS ZUM WIEDERERSCHEINEN VON BEUTE,,TIEMPO DE REAPARICIÓN DEL BOTÍN
mmGoLootRespawnDaysValue,,Main Menu Game Options,KgNone,{0}天,{0} JOUR,{0} TAG,,{0} DÍA
mmGoLootRespawnDaysValues,,Main Menu Game Options,KgNone,{0}天,{0} JOURS,{0} TAGE,,{0} DÍAS
mmGoLootTimer,,Main Menu Game Options,KgNone,掠夺计时器,VITESSE D'ACCÈS AU BUTIN,BEUTE-TIMER,,CRONÓMETRO DEL BOTÍN
mmGoLow,,Main Menu Game Options,KgNone,低,BASSE,NIEDRIG,,BAJO
mmGoMarkAirDrops,,Main Menu Game Options,KgNone,标记空投,INDIQUER PARACHUTAGES,ABWÜRFE AUS DER LUFT MARKIEREN,,SEÑALAR SUMINISTROS AÉREOS
mmGoMatchLength,,Main Menu Game Options,KgNone,比赛长度：,LONGUEUR DU MATCH :,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoMaxPlayers,,Main Menu Game Options,KgNone,最大玩家数：,JOUEURS MAX. :,MAXIMALE SPIELERANZAHL:,,JUGADORES MÁXIMOS:
mmGoMedium,,Main Menu Game Options,KgNone,中等,INTERMÉDIAIRE,MITTEL,,MEDIO
mmGoMinute,,Main Menu Game Options,KgNone,{0}分,{0} MINUTE,{0} MINUTE,,{0} MINUTO
mmGoMinutes,,Main Menu Game Options,KgNone,{0}分,{0} MINUTES,{0} MINUTEN,,{0} MINUTOS
mmGoNightPercentage,,Main Menu Game Options,KgNone,夜晚占比,% DE NUIT,PROZENT NACHT,,PORCENTAJE NOCTURNO
mmGoNightPercentageValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoNightPercentageValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoNone,,Main Menu Game Options,KgNone,无,RIEN,NICHTS,,NADA
mmGoNormal,,Main Menu Game Options,KgNone,普通,NORMAL,NORMAL,,NORMAL
mmGoNoTimer,,Main Menu Game Options,KgNone,无,AUCUN,KEINE,,NADA
mmGoOff,,Main Menu Game Options,KgNone,关,DÉSACTIVÉ,AUS,,DESACTIVADO
mmGoOn,,Main Menu Game Options,KgNone,开,ACTIVÉ,AN,,ACTIVADO
mmGoPassword,,Main Menu Game Options,KgNone,游戏密码,MOT DE PASSE DE LA PARTIE,SPIELPASSWORT,,CONTRASEÑA DE LA PARTIDA
mmGoPersistentCharacters,,Main Menu Game Options,KgNone,顽强的角色,PERSONNAGES PERSISTANTS,BLEIBENDE CHARAKTERE,,JUGADORES CONSTANTES
mmGoPlayer,,Main Menu Game Options,KgNone,{0}玩家,{0} JOUEUR,{0} SPIELER,,{0} JUGADOR
mmGoPlayerDamageGiven,,Main Menu Game Options,KgNone,造成伤害,DÉGÂTS INFLIGÉS,ZUGEFÜGTER SCHADEN,,DAÑO PRODUCIDO
